Name,Brand,Description,Notes,Image URL
Black Beard Extrait de Parfum,CALAJ Perfumes," What comes to mind when you hear about pirates? Strong, brave, devoted men... true examples of masculinity. Black Beard is not a perfume dedicated to pirates but to what these men represented, pure testosterone. Classic, elegant, bold.Limited edition - 100 bottles What We Think Led by an intense lavender-and-herbs heart that's both fiercely masculine and also intriguingly mouthwatering, backed with a rich & earthy tobacco base, Black Beard is an intense, rich scent for those who dare to stand out."," Orange, bergamot, petitgrain, artemisia, basil, bulgarian lavender, geranium, rose, carnation, tonka bean, patchouli, moss, musk, leather, tabacco, amber",https://static.luckyscent.com/images/products/857000.jpg?width=400&404=product.png
Transilvania Extrait de Parfum,CALAJ Perfumes," This word is known all over the earth and is associated with something evil, devilish, frightening... and all because of the legend of Dracula. CALAJ Perfumes wanted to show the world something else-- the positive characteristics of the vampire myth and the result is magnificent, intense, powerful, rich, deep and with a magnetism that you cannot resist. Lightness in the dark; Transilvania is to attract, not frighten.","Black Cherry, Rose oxyde, angelica, Jasmine, tuberose, immortelle, honey, Coumarin, opoponax, civet, musk, patchouli, vanilla, oud",https://static.luckyscent.com/images/products/857001.jpg?width=400&404=product.png
Love Toxin Extrait de Parfum,CALAJ Perfumes," From ancient times, people were curious to discover the philosophical stone and the magic potion of love, we read about their attempts in all stories, legends and history books. Even if they are just a myth, something must be true. I am convinced that there has been evidence that has convinced people. What if it wasn't magic? What if the potion of love was real? If they found a combination of scents, a secret formula of herbal oils that they put together had the effect of poisoning you. It seems plausible that when you fall in love, you seem to float, you are in your own world, everything is pink and beautiful as if only you two existed on earth. This is Love Toxin..."," Bergamot, coriander, plum, coconut, strawberry, rose oxyde, Cumin, rose, tuberose, jasmin, heliotrope, gardenia, iris, Peach, oakmoss, vanilla, hay, castoreum, opoponax, musk, leather",https://static.luckyscent.com/images/products/857002.jpg?width=400&404=product.png
Oshun Extrait de Parfum,CALAJ Perfumes," Revered for her sensuality, beauty, love and fertility, Oshun, the Love goddess of the Yoruba people, was known to be generous and kind goddess with a touch of hidden tempestuous temper which rarely come to the surface.Oshun is a dualistic perfume: One part sensual, tender, sexy and another part, strong and determined. What We Think Sweet, fresh, bright, and floral when it goes on, Oshun reveals a sensual, intense animalic side with warm, balsamic amber."," Lemon,  cinnamon, black pepper,  pine,  black currant,  Rose,  jasmine,  magnolia,  cloves,  Amber,  castoreum,  peru balsam,  tonka bean,  tobacco.",https://static.luckyscent.com/images/products/857003.jpg?width=400&404=product.png
Isra & Miraj Eau de Parfum,Stephane Humbert Lucas 777," To celebrate the 7 year anniversary of the 777 collection, Stephane Humbert Lucas Paris reconnects with its original inspiration and emphasizes on spirituality and wonders of the East.Isra & Miraj, sublime story of the Orient, tells of a voyage under the moonlight and an ascension to the 7th sky. This fragrance is the interpretation of a spiritual journey of hope, peace and fulfillment. An absolute quest wherein, sky after sky, the most precious raw materials are layered to create a perfume that is nothing short of perfection.An intense sensual amber dressed up in a magnetic heliotrope take center stage as the white and brown musks start to create a mesmerizing aura that hovers over the skin. Natural oud infuses the fragrance with an enchanting woody and animalic richness that is absolutely heavenly. A meticulous work of olfactive art to that demonstrates this French house's mastery. One whiff of this and you'll agree, Stephane Humbert Lucas has never been more on top of his game."," Bergamot, Tangerine, Nutmeg, Ceylan, Cinnamon, Heliotrope, Osmanthus absolute, Vanilla, Santal de Mysore, Amber, Patchouli, White Musk, Leather, Natural Oud",https://static.luckyscent.com/images/products/655016.jpg?width=400&404=product.png
Petits Papiers Eau de Parfum,Mad et Len," Sweet,  warm,  and resinous,  Petits Papiers is inspired by Papiers d'Armenie,  benzoin-coated incense papers that took France by storm in the late 19th century. Transposed by Mad et Len into scented candle form,  this combination of resins,  woods and a highly-evocative paper note had already brought this rich,  evocative and historic aroma into the home- but now,  exclusively for Luckyscent's 15th anniversary,  Mad et Len has made this timeless scent available in Eau de Parfum form. Enjoy the balsamic complexity of this dynamic,  yet subtle composition,  as can only be truly appreciated on the greatest canvas of all- your skin."," Paper, benzoin, gaiac, patchouli, copaiva balsam, resins",https://static.luckyscent.com/images/products/75224.jpg?width=400&404=product.png
La Danza delle Libellule Eau de Parfum,Nobile 1942," Since when did Italian fragrance become such a serious endeavor? We have to admit,  we've been feeling a bit lost lately amongst all these challenging,  avant-garde conceptual pieces- every now and again,  don't you just want to wear something unapologetically luxurious? La Danza Delle Libellule (îúthe dance of the dragonflies, îù),  a joyously self-assured fruity gourmand,  is the answer to our casual,  indulgent,  dare-we-say-girly? prayers. Based on an operetta by the Austrian composer Franz Lehar,  it's the kind bold,  beautiful,  and unapologetically feminine scent that's sure to conjure up fantasies of majestic castles and storybook romance to charm even the most jaded fragrance fan.Like the delicately beautiful insects that inspired Lehar in the first place,  La Danza Della Libellule delights us with its playful grace. Opening with an intensely juicy burst of apple and bergamot,  La Danza immediately distinguishes itself from more straightforward gourmands with its understated approach to sweetness: dry cedar and rich cinnamon give contrast to the bright fruitiness without ever getting sugary or cloying. A pure vanilla,  supported with cocoa and musk,  comforts and pampers to soothe even the most troubled heart. We wear fragrance for plenty of reasons: for love,  for fashion,  for art. This fragrance,  we just want to wear for ourselves."," Bergamot, red apple, cedar, cinnamon, musk, vanilla and coconut.",https://static.luckyscent.com/images/products/52310.jpg?width=400&404=product.png
Magnolia Grandiflora - Michel Eau de Parfum,Grandiflora," Michel Roudnitska's expressive, sensuous compositions are few and far between. An accomplished photographer and fervent traveler, he has all but given up commercial perfumery to dedicate himself to other pursuits. But when he met Saskia Havekes, a renowned Australian floral designer, he offered her ñ and perfume lovers ñ a priceless gift: the formula of a magnolia fragrance inspired by the magnolia tree in his parents', now his, garden near Grasse. The scent he had worked on for his own pleasure had found a home at Grandiflora.Magnolia Grandiflora Michel is part of a pair of fragrances, both dedicated to Grandiflora's namesake blossom. An unusual debut for a fledgling brand, but a vibrant, emotional tribute to the story behind the scents, since the other magnolia was composed by the late Sandrine Videault, whose mentors were Michel's parents Edmond and Th√©r√®se Roudnitska.While Sandrine's magnolia is fresh and shimmering, Michel's interpretation expresses the flower in its full bloom, with its lush waxy petals. As spectacular as a blossom-heavy magnolia tree, with a dark woody undercurrent boosting the heady floral bouquet. An exceptional and truly special offering."," Lemon, bergamot, grapefruit, jasmine, ylang-ylang, rose, magnolia, vetiver, patchouli and musk",https://static.luckyscent.com/images/products/64200.jpg?width=400&404=product.png
Bell'Antonio Eau de Parfum,Hilde Soliani," There are few notes more appealing and downright sexy than tobacco and coffee. Mix them together and you are guaranteed a gloriously attractive perfume. Imagine the young Marcello Mastroianni enveloped in a light cloud of pipe smoke, sipping on a double espresso. In fact, imagine the most attractive man you can think of, and that would be Bell'Antonio. A warm, husky aroma of tobacco leads the scent from start to finish, with the dark roasted coffee note providing an additional depth and character. Stunning, charismatic, more than a little dangerous and unexpectedly cozy and cuddlyîî that is Soliani's Beautiful Antonio. Absolutely addictive and, despite the traditional masculinity of the notes, entirely wearable and no less beautiful on a woman!", tobacco and coffee,https://static.luckyscent.com/images/products/46602.jpg?width=400&404=product.png
Golden Moka Eau de Parfum,Xerjoff," An explosion of coffee and fresh citrus, Golden Moka is an invigorating and captivating oriental scent of undeniable vibrancy. Fiery, resinous, robust coffee absolute bursts out of a blinding opening accord of lemon and blood orange that lingers even as a luscious rose stretches into the romantic heart. The brightness persists still against a luxuriously rich base of Cambodian oud, the creamiest facets supplementing a mouthwatering amber richness. It's a scent of both distinction and action, perfect for those who prefer their elegance with energy. We'll just call it what it is: irresistable."," Blood orange, mandarin, lemon, coffee absolute, rose absoute, incense, Cambodian oud, amber, labdanum, green accord",https://static.luckyscent.com/images/products/51155.jpg?width=400&404=product.png
Oud Stars - Indochine Parfum,Xerjoff," The promise of an oud scent is boundless complexity- with the myriad of smoky, creamy, animalic, green, and spicy tones that quality oud is capable of, each sniff can potentially yield a new, exciting experience. While this is all too often lost in practice, Indochine offers a uniquely Xerjoff version of this complexity, pairing a shapeshifting oud against a signature XJ palette of indulgently gourmand fruits and luscious European florals for a sweet, smoky floral oud that reveals new dimensions with each passing moment. At first, the sweet fruit leaps off the skin, a mouthwatering candied strawberry brightened with Brasilian orange and a tingle of pink pepper. But soon enough, rich and sensual Bulgarian rose carries the moment, freshened with a surrounding bouquet of peony and freesia. Everything is building into an oud that plays off sweet and lush alike with smoky and creamy facets, imparting an almost mystical elegance. Truly a fragrance of rare distinction, Indochine is a sophisticated oud with great rewards for a discerning wearer."," Brasilian orange, strawberry, pink pepper, freesia, Bulgarian rose, muguet, peony, vanilla, oud blend, agarwood, musk",https://static.luckyscent.com/images/products/51156.jpg?width=400&404=product.png
Fatal Charme Eau de Parfum,Xerjoff - Join the Club," Fatal Charme is the fashion-themed fragrance from theìJoin the Clubîù series by Xerjoff. It evokes that insatiable desire for the next fashion-forward vogue, with an elegant sense of compositional balance and discernment.Zesty aldehydes lead with a mouthwatering lemony top, giving Fatal Charme a fresh modern edginess. The fresh top is grounded with an elegant, powdery iris and a charming fruity zip of violet hard candy, adding a mysterious yet familiar quality. The effervescence of Fatal Charme brings to mind the fizz of a cream soda or cuba libre.  The final drydown is tinged with an irresistible hit of sheer musk. Edgy, elegant, sexy - but not taking itself too seriously - this Xerjoff creation would make any woman feel ready for the runway.","lemony, fruity, musk, iris, cream soda",https://static.luckyscent.com/images/products/63200.jpg?width=400&404=product.png
Mad About You Eau de Parfum,Pierre Guillaume Paris Black Collection," Composed in 2017 for ""The Kiss"" art exhibition, Mad About You is a seductive and surprisingly complex fragrance inspired by the humor and discordance of neo-romanticism and love in the age of social media. It presents this concept as a contrast between sweeping, sweetly romantic gourmand notes- candy, juicy red fruit, a touch of lipstick- and a woody, powdery leather and violet base, buttressed with smoky black tea. It's enchanting, playful, and pretty, and yet the tea and leather hum underneath, reminding us of the constant stream of electricity and data undergirding interactions once accomplished entirely face-to-face. Of course, with a lovely, fun, and sophisticated scent like this in your arsenal, we have a feeling that first meet-up is going to go just fine."," Black tea, licorice, red fruits, lipstick, violet, leather",https://static.luckyscent.com/images/products/545017.jpg?width=400&404=product.png
Anti-Blues,Pierre Guillaume Paris Black Collection," ""In the paintings of Jacques Monory, blue forgives everything. It makes the crime aesthetic, the threat fascination. Bathed in shades of highly desirable blue, urban and contemporary violence paradoxically becomes hypnotic.""Anti-Blues, the first in Pierre Guillaume's new Confidentiel series, is a dark gourmand that, like the paintings of Monory, bathes warm mineral and woody gourmand notes in a cool blue wash of frankincense, combining the dangerous and the delicious. The frankincense is stark and cold, mixed with an almost alien vetiver, disguising the imposing woody bitterness coming from cacao, saffron, and amyris. Touches of hay and dark chocolate coax out the animal nuances of vanilla, already dirtied with leather and tobacco. It's a fragrance of olfactory illusion, enticing edible notes and seductive woods painting a distinctly tinted portrait of delectable darkness."," Dark chocolate, saffron, grapefruit, incense, resin, amyris, cacao wood, hay, tobacco, vetiver, leather, vanilla",https://static.luckyscent.com/images/products/545018.jpg?width=400&404=product.png
Tahiti Vanilla Parfum,Farmacia SS. Annunziata dal 1561," The island of Tahiti and its scents captured in an intertwining blend of sweet notes. Flamboyant landscapes formed by millions of corals with the most unusual hues. Hibiscus flowers, dancers in straw skirts, a warm breeze on the turquoise sea. The Vanilla of Tahiti softly caresses a tender heart full of flowers. A citrusy and aromatic head of bergamot, lime, sage and rosemary. A flowered heart of jasmine, neroli, mimosa and ylang-ylang and a woody and amber base of patchouly, sandalwood and vetiver."," Bergamot, Key Lime, Sage, Rosemary, Tahitian Vanilla, Jasmine, Neroli, Mimosa, Ylang Ylang, Patchouly, Sandalwood, Vetiver",https://static.luckyscent.com/images/products/440027.jpg?width=400&404=product.png
Fuyu Eau de Parfum,Tom Daxon," Inspired by the delicate juiciness of a Japanese fuyu persimmon, Fuyu is a floral skin musk of unique refinement and subtle yet indescribable pleasure. It opens on an accord of exceptional cleverness- white peach providing the sophisticated sweetness and cedarwood delivering a subtly creamy woodsiness that together create the illusion of a soft, perfectly ripe persimmon. The heart notes quickly unfold, revealing a bouquet of beguilingly powdery iris set against a luscious jasmine that keeps the fruity tones balanced. And all is laid softly on a bed of pillowy musks that surround the skin, softening, soothing, and purring with gentle sensuality. It's a true beauty of a skin scent, as perfect for iris lovers as it is for fans of subtly fruity musks- a fragrance with minimal intensity, but maximum complexity, and one that proves that Tom Daxon's talents extend to every aspect of fragrance."," White peach, jasmine, iris, soft musks, cedar",https://static.luckyscent.com/images/products/62632.jpg?width=400&404=product.png
Perfumista Eau de Parfum,Anatole Lebreton," In a world where artistry is ever more commoditized and luxury so often conflated with price, individuality is the rarest treasure- the ""luxury of being yourself."" That's the promise of Perfumista, a fruity, woody floral beauty that evokes some of the grand feminine chypres of years past, yet glows with the unique loveliness that infuses all of Anatole Lebreton's creations. It's also a love letter to the independent fragrance community, many of whom helped wear and refine the fragrance over the course of its development. Utilizing some of the most exquisite materials yet seen in his scents- Bulgarian rose oil, Indian jasmine absolute, and a vintage ""Mousse de Saxe"" accord in the base (dark, sweet, powdered, and mossy), Perfumista provides a surfeit of complementary olfactive textures that fit together with elegant comfort. The effect is a scent both nostalgic and forward-looking, a true original for, of, and by true fragrance lovers. If that describes you, what better scent could there be than one called Perfumista?"," Pear, plum, raspberry, jasmine, rose, cedar, peru balsam, musk, Mousse de Saxe accord",https://static.luckyscent.com/images/products/70806.jpg?width=400&404=product.png
Douleur! Eau de Parfum,Bogue Profumo,"ìNail biting sweetness - caramel and candy in metallic wrap. A rose hologram above chewy balsamics sit on a lick of hot skin and wax. DOULEUR! - an oxidized roseîùDouleur means ""pain, "" which is a seemingly appropriate name for a fragrance created in collaboration with UK tattoo artist and bondage master Freddie Albrighton. But fear not- Douleur understands the intersection of pleasure and pain,  and this uniquely bright,  sweet,  minty metallic rose is as utterly compelling as it is unexpected,  blending modern and gothic influences to feel both wholly Bogue,  and yet also like a departure from Gardoni's typical vintage-influenced animalic florals. Sexy and fresh with a provocative twist,  Douleur is a unforgettable ride."," Mint, cotton candy, seaweed, benzoin, melon, metallic notes, rose",https://static.luckyscent.com/images/products/66933.jpg?width=400&404=product.png
Ambre Stone Eau de Parfum,Anthologie de Grands Crus," In Ambre Stone, a juicy burst of bergamot takes an autumnal and sensual turn with the earthy addition of patchouli, rich sandalwood with a hint of indolic jasmine. But it's real ambergris that takes this scent to a whole new level, sprinkling the composition with that ingredient's inimitable fairy dust, adding warmth, coziness, and sensuality like the golden light of an autumn sun on a picturesque summer scene.Due to its rarity and cost, ambergris (grey amber), the aged and oxidized exudate from a whaleîîat once sweet, earthy, marine and animalicîîis largely found in synthetic form in perfume. But this almost mythic ingredient is in a 5% dose in Ambre Stone, adding a dreamy sensuousness to the edges of the fragrance's brightness. As with all ingredients sourced by L'Atelier Fran√ßais des Mati√®res, the lump of ambergris is first selected from a trusted partner. Then, Jean Philippe Paris, AFDM's scientific director, processes the ambergris for around six months into a tincture or infusion, until it is deemed, along with the evaluation of perfumer Antoine Lie, to be ready to use. Ambre Stone, by the time it dries down, is a skin scent of voluptuous beauty that will have you inhaling yourself with abandon."," Ambergris infusion, Indonesian Patchouli oil, Egyptian Jasmine absolute late crop, Moroccan Neroli oil, Indian Sandalwood oil, Italian Bergamot oil late crop",https://static.luckyscent.com/images/products/836000.jpg?width=400&404=product.png
Vanille d'Amine Eau de Parfum,Anthologie de Grands Crus," This is not your teenager's vanilla. Rich, smoky, and smoothîîlike a fine cognacîîVanille d'Amine hints at intrigues on dark nights, with vanilla from Madagascar undergirded by velvety smooth clove, with incense adding another layer of mystery. Smelling Vanille d'Amine for the first time is like opening a leather-bound vintage book in a library impregnated with the scent of pipe smoke from day's long gone by. Named in homage to Amine Kalfane, L'Atelier Fran√ßais des Mati√®res' partner in Comoros/Madagascar who provides both the vanilla and clove for the fragrance, Vanille d'Amine uses an oleoresin extraction whose olfactive profile of vanilla planifolia is quite different from the standard, with dark chocolate and plum facets. If you are only familiar with conventionally confectionary vanilla, take a walk on the dark side. It smells pretty sexy over here."," Madagascan vanilla ol√©or√©sin, Somalian Olibanum, Madagascan Clove bud oil",https://static.luckyscent.com/images/products/836001.jpg?width=400&404=product.png
Bergamote de G. Franco Eau de Parfum,Anthologie de Grands Crus," In a tiny area of Reggio in Calabria Italy, around the strait of Messina, crops provide the bergamot oil so crucial to perfumery, lending its bright, luscious, aromatic citrus qualities to untold number of fragrances. In Bergamote de G. Franco, named after L'Atelier Fran√ßais des Mati√®res' Italian partner Gianfranco, it's given star billing.Using both early and late-harvested crops of bergamot, the former imparting a very green quality and the latter a confectionary sweetness, Bergamote de G. Franco is combined with the sun-drenched honeyed mimosa flower, along with delicately sweet osmanthus, with its tea and apricot facets. In addition to the creaminess mimosa imparts, Kashmirin saffron gives Bergamote de G. Franco a leathery note, adding to the scent's subtle complexity. Sunny and elegant with gravitas, Bergamote de G. Franco is a bergamot-forward fragrance with more than one twist."," Italian Bergamot oil Grand Cru, Moroccan Mimosa absolute, Chinese Osmanthus alcoolat Grand Cru, Kashmirin Saffron",https://static.luckyscent.com/images/products/836002.jpg?width=400&404=product.png
Vetiver de Pierre Eau de Parfum,Anthologie de Grands Crus," In Les Cayes, Haiti, vetiver roots with their dry, earthy notes are laid out in front of L'Atelier Fran√ßais des Mati√®res partner Pierre L√©ger's factory where the prized ingredient will be distilled. That earthy scent quality is amplified in Vetiver de Pierre in one of its two acts. You see, there are at least two acts in this stunning and unusual fragrance that amplifies vetiver's natural complexity, which is a perfume in and of itself.In the first act, vetiver's dry earthy qualities are intensified by gourmand notes of cacao absolute from the Ivory Coast and Venezuelan tonka. Combined with blond tobacco absolute from Turkey, and you're practically transported to an expensive cigar store in Santo Domingo.In the second act îî or woven throughout the first îî a citrusy green, rose-like creamy floral quality of vetiver radiates outîî adding a delicate refinement to its earthy qualities.Smooth, elegant and complex, Vetiver de Pierre will be a treat for vetiver lovers, surprising you at every turn with a complex symphony."," Haitian Vetiver oil special Grand Cru, Venezuelan Tonka absolute, Ivory Coast Cacao absolute, Turkish blond tobacco",https://static.luckyscent.com/images/products/836003.jpg?width=400&404=product.png
Jasmin de Cherifa Eau de Parfum,Anthologie de Grands Crus," Just over an hour's drive north of Cairo, there's a botanical garden where L'Atelier Fran√ßais des Mati√®res Egyptian partner Cherifa Fakhry and his family cultivate an array of aromatic plants, including the stellar jasmine used in the perfume that pays him homage îî Jasmin de Ch√©rifa.Due to jasmine's high cost, most perfumes use synthetic versions, which tend to smell sharp and linear. Jasmin de Cherifa's real jasmine will take you on a journey of the flower's scent life cycle and in the process, taking your breathe away...Cherifa was asked to use the flowers from their fields' early, middle, and late crops to provide the full olfactive spectrum of the jasmine they harvest from June to October. Early jasmine, from June and July, is fresh and fruity. It turns floral and creamy midway through, in August, maturing into an animalic, indolic beauty in September. And that, along with an Egyptian rose absolute centifolia and a creamy Indian sandalwood to sing in its chorus, is what you get.Velvety, fruity, creamy, and sensuous, with a surprise touch of clary sage for added brightness and dimension, Jasmin de Cherifa is a revelation demonstrating that its simplicity of construction makes it even more elegant and luxurious. As Oscar Wilde once said,ìI'm a man of simple tastes. I'm always satisfied with the best.îù"," Egyptian Jasmine absolute Grand Cru, Egyptian Rose absolute centifolia Grand Cru (also from Cherifa's fields), Indian Sandalwood Grand Cru",https://static.luckyscent.com/images/products/836004.jpg?width=400&404=product.png
I Love YY,Bogue Profumo," I LOVE YY is Antonio Gardoni's dual declaration of love- first, to New York City, a place he fell over heels for from his very first visit. But that title isn't a typo- YY, another object of his affection, is short for Ylang Ylang, that uniquely big, open, complex floral known for all the ways it smells unlike any other flower- sometimes grassy, sometimes gourmand, sometimes woodsy and resinous. When we asked Antonio to make us an exclusive fragrance to celebrate the opening of our first NYC boutique, he connected NY and YY, and the rest was a match made in heaven- or, at least, in the heart of Nolita.And leave it to Antonio to construct a fragrance that truly captures the energy and beauty of NYC. I LOVE YY is a whirlwind of delightful chaos, with perfect touches of New York everywhere you look- cold, fizzy grapefruit captures a brisk spring morning run in Central Park. The titular ylang note is camphorous and lactonic, joining tonka, rose, and jasmine to feel sweet and rich, buzzing like a packed after-hours party. Cold, fizzy grapefruit captures a brisk spring morning run in Central Park. An edgy violet leaf recalls the flashbulbs and fluorescents of a hot new gallery opening in the Meatpacking District. And all of these notes intertwine in a glorious hum of energy, light, sweetness and intoxicating depth that can only represent one single, gigantic, overwhelming, wonderful city. We couldn't be more excited that Antonio Gardoni and Bogue chose to join us in our inaugural NYC adventure. Won't you come with us?"," Ylang ylang, grapefruit, jasmine, rose, tonka, violet leaf, vanilla, benzoin, cedar",https://static.luckyscent.com/images/products/66932.jpg?width=400&404=product.png
New York Eau de Parfum,Widian," New York City in the spring may be the most magical place in the world. For once a year, the electric bustle of the city is balanced with delightfully mild temperatures, gentle sunshine, and a fresh breeze that draws even the most cynical citydwellers out into New York's beautiful and far-flung public spaces, now teeming with the energy of new life. This is the inspiration for New York, the latest in Widian's tribute to the great cities, an explosion of bright citrus, spicy florals, and musky woods that positively vibrates with the extraordinary dynamism of the Big Apple. All the energy of a New York spring is present from the very first spray, as New York bursts forth with sun-soaked notes of lemon, bergamot, and mandarin, kissed with a burst of pink pepper. The spicy, aromatic bouquet only grows richer in the romantic heart notes, as striking floral notes of lavender, geranium and rose are combined with coriander and juniper, conjuring a lusciously fresh and deeply sensual tone. And as the smooth, ambered base of tobacco, musk, and never-too-heavy vanilla emerges, you can practically feel the sun setting, and a nighttime of endless possibilities on the horizon. It's just another perfect spring day in the greatest city in the world."," Bergamot, mandarin, lemon, pink pepper, lavender, coriander, juniper, geranium, orris, rose, akigala, jasmine, patchouli, caramel, vetiver, cypriol, white musk, white amber, vanilla, ambergris, olibanum, tonka, tobacco",https://static.luckyscent.com/images/products/709015.jpg?width=400&404=product.png
Gold II Sahara Parfum Extrait,Widian," Like its companion fragrance Gold I, the luminous, captivating Gold II (now presented as Gold II Sahara) is built around the fragrance accord most associated with the precious metal- amber. But while Gold I's amber was powerful and opulent, Sahara is luxuriously smooth, a floral musk with a deep, soft muskiness that evaporates the concerns and trivialities of everyday life in a wondrous cloud of creamy, gently powdery sensuality.On the very first spray of Sahara, a remarkably uplifting opening of bright citrus, rich saffron and spicy elemi invigorates, before the softness of the rose and orange blossom heart steadies the tempo and soothes the soul. In the deep, sweet base, creamy vanillic amber and musky cedarwood relax and seduce. The beauty of gold is its versatility, the ability to dazzle with subtlety as easily as with excess. In Gold II Sahara, Widian chooses that subtle road less traveled, and you're sure to go along for the journey."," Saffron, orange, elemi, rose, orange blossom, amber, musk, cedar, vanilla",https://static.luckyscent.com/images/products/70906.jpg?width=400&404=product.png
Bengale Rouge Eau de Parfum,Papillon Artisan Perfumes," Inspired by the stunning, tiger-like dappling of shade and light on the fur of her Bengal cat Mimi, Liz Moore's latest creation is a soft, cozily-spiced oriental that's as sensuous as a cat in full stretch. Miles away from the overt sexuality of Salome, Bengale Rouge's only hint of the animalic is the honeyed, fuzzy glow of the resins, which give the perfume a sensual warmth that's more kitten than tiger. Bengale Rouge dips a soft, attar-like rose and sandalwood into a doughy, rooty iris and wraps it all up in a halo of headily-spiced resins. It's simply gorgeous. With its benzoin-rich vanilla swirled with caramelized labdanum, clove-scented opoponax, and the citrusy brightness of a Turkish rose, Bengale Rouge at first appears to take up the glittering mantle of the great orientals of the past, such as Shalimar and Opium. However, we are steered away from the powdered classicism of these perfumes by the clever addition by the perfumer of a dollop of edible vanilla that lends the scent a modern gourmand vibe that will have you wanting to lick your own skin. The vanilla gourmand aspect doesn't dominate; but neither does the dry and spicy resin facet ñ they dance and intertwine like perfect halves of one whole for a golden, opulent effect that perfectly mimics the interplay of light and dark on Mimi's fur coat. It's a total love from us. What We Think A ravishing blend of warm, powdery gourmand and gently animalic notes to delight and seduce in equal measure."," Turkish rose, orris, sandalwood, sweet myrrh (opoponax), oakmoss, honey, vanilla, tonka bean, benzoin, labdanum",https://static.luckyscent.com/images/products/665006.jpg?width=400&404=product.png
Avatar Eau de Parfum,Hilde Soliani," Do we even have to tell you at this point that Hilde Soliani is the undisputed Queen of Gourmand? If there's even a shred of doubt left in your mind, we urge you to indulge in Avatar, Hilde's latest and greatest, which pulls off the wonderful trick of re-creating the exact smell the moment you walk into an ice cream store. We bet you can picture it just from reading the words- the sweet, mouthwatering aroma of cream and sugar diffused into the crisp snap of cold, with the subtly savory crunch of waffle cone ever present in the background. It's that simple but oh so nostalgic tableau that Hilde has created with Avatar, inspired by Paolo Brunelli, proprietor of Compagnia Gelatieri, and as with all of her marvelous gourmands, the magic isn't in unnecessary embellishments or needless complication, but in the sheer alchemy of how perfect the facsimile is- the milky, sugary, crisply cool ice cream is pitch perfect, evoking immediate memories of childhood summers and palaces of frozen delight. The Queen of Gourmand has done it again."," Caramel, sugar, milk, biscuits",https://static.luckyscent.com/images/products/46642.jpg?width=400&404=product.png
Midnight Saffron Eau de Parfum,Tom Daxon," Lavender is having a moment, as fragrance houses everywhere are tossing aside its reputation as a sleep-inducing hippie oil, and rediscovering its electric sensuality. Midnight Saffron, born of Tom Daxon's long standing love for lavender, takes this energy and runs wild with it, mixing up a potent cocktail of spicy woods to create a vibrantly sexy scent that will carry you into the wee hours. As the name would suggest, the central spice involved is saffron, which here is stripped of its more foody elements to reveal the raw, crackling carnality underneath- which, in turn, amps up the animalic energy of the exquisite lavender note, created from a mixture of France and Bulgaria's finest lavender oils and absolutes. As Midnight Saffron dries, a smoothly woodsy leather note enhances and refines, but the energy never dips, even in the drydown. As we mentioned at the top, Midnight Saffron is a different take on lavender- one that's ready to stay up just as late as you are."," Saffron, lavender, jasmine, suede, amber woods",https://static.luckyscent.com/images/products/62631.jpg?width=400&404=product.png
Dolls Eau de Parfum,Moth and Rabbit," ""A fragrance carried by vivid, extravagant colours and a surrealistic story about uncompromising love: all consuming and bordering insanity. A heavy perfume, based on animalistic notes interrupted by the subtle and light smell of snow; so repulsive in smell, so attractive in colours, so unreal.""Dolls, a beautifully stylized fever dream of a movie directed by Japanese icon Takeshi Kitano, tackles themes of love, death, sacrifice, and freedom- complex issues that its namesake scent more than lives up to. Dolls the fragrance is every bit as abstract and experiential as its inspiration, delivering extreme but balanced bursts of animalic musks, rich florals, sweet woods, and a fuzzed-out snowflake accord that shrouds the composition in a mysterious cloak of cold freshness. This is not a scent to passively wear out on the town, but a true companion piece to a film that defies easy interpretation but delivers exceptional rewards to those with the soul to proceed. Enjoy it accordingly."," Cherry blossom, geranium, davana, orange blossom, ylang ylang, apple blossom, rose, sweet maple accord, musk, snow flake accord, ambergris, cedar, animalic notes.",https://static.luckyscent.com/images/products/666010.jpg?width=400&404=product.png
Opale Eau de Parfum,Omnia Profumo," Truly a breath of fresh air, Opale is a gem of a marine floral that evokes the sun-drenched gardens and sparkling waters of the Mediterranean coast. From the very first spritz, a symphony of gentle florals flits through the air, combining the soft purity of jasmine and lilac with delicately spicy and earthy notes of hawthorne and geranium. But the core of the scent is an oh-so-oceanside note of fresh, salty, ozonic seaweed that wraps around a smooth and lively white musk to create a pitch-perfect image of a relaxing coastal breeze, which lingers for hours thanks to touches of woodsy and gourmand notes to accentuate and enrich the authentically oceanic tang. Carefree, lively, and joyful, Opale is an aquatic scent for the romantic in us all."," Jasmine, lilac, hawthorne, geranium, seaweed, white musk, patchouli, cedar, vanilla, tonka",https://static.luckyscent.com/images/products/46111.jpg?width=400&404=product.png
